,name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
751,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,844055.5287561974
752,Tata Tiago 1.05 Revotorq XZ,2016,35000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,433167.6916232795
753,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,80000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,603605.2581977816
754,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,76139,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,700348.6535327584
755,Maruti Alto K10 2010-2014 VXI,2011,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,111213.344187902
756,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,95000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0,777526.3403373832
757,Tata Sumo GX,2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0,295509.1881011871
758,Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,676084.9872077629
759,Mahindra Bolero DI BSIII,2006,170000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,206857.50968639093
760,Maruti Alto K10 VXI,2016,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,411331.841037862
761,Hyundai Elite i20 Asta Option CVT BSIV,2018,29000,Petrol,Dealer,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,818081.8477764691
762,Honda BRV i-VTEC V MT,2016,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0,791509.1453036434
763,Honda WR-V i-DTEC VX,2018,15000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,919193.1697944476
764,Hyundai i20 Active Base Petrol,2015,45000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,435723.2816936001
765,Hyundai i20 1.4 CRDi Asta,2011,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,307179.40056084533
766,Tata Indigo eCS GLX,2010,65000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0,43312.85691438618
767,Hyundai i20 Magna 1.4 CRDi,2014,80000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,462656.04964642564
768,Maruti Ciaz VDi Plus,2015,90000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,502478.9145625364
769,Maruti Wagon R LXI,2005,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,-46875.55594372592
770,Hyundai Creta 1.6 CRDi SX Plus,2015,50000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,774782.0253007617
771,Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,1299608.0915226643
772,Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,645380.6956374049
773,Tata Indica V2 DLX,2008,80000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,-54858.74954227201
774,Tata Nano Cx,2011,80000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0,-88359.30479336789
775,Tata Indica V2 DL BSIII,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,-110793.10538280688
776,Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,749622.3833515386
777,BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,3084571.7223732215
778,Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,2729784.1762170387
779,Tata Hexa XT,2017,45000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,1050731.1058462886
780,Maruti Alto 800 LXI,2013,80000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,55909.113741802226
781,Toyota Etios GD,2012,158500,Diesel,Individual,Manual,Third Owner,,,,,,520574.08330358076
782,Maruti Swift Dzire VDI,2013,56000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,332168.9605406574
783,Datsun GO Plus T Option BSIV,2016,50000,Petrol,Individual,Manual,First Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0,387976.458749435
784,Maruti Swift Dzire VDI,2017,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,591215.2795420736
785,Maruti Wagon R LXI BSIII,2006,50000,Petrol,Individual,Manual,Third Owner,14.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0,-38152.552922672854
786,Maruti Swift VXI Windsong Limited edition,2015,35000,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 CC,83.11 bhp,115Nm@ 4000rpm,5.0,387104.2039878011
787,Tata Indica Vista Aqua 1.4 TDI,2010,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,82801.72953590908
788,Toyota Fortuner 4x2 Manual,2014,150000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,1224924.9469040753
789,Mahindra Bolero DI DX 7 Seater,2009,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,234253.96219341148
790,Mahindra Scorpio S5 BSIV,2019,60000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,1141784.9230492888
791,Maruti Wagon R LXI,2003,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,26263.83432779464
792,Renault Triber RXZ BSIV,2019,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0,776362.6683462217
793,Honda Jazz Select Edition Active,2011,80000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1198 CC,90 bhp,110(11.2)@ 4800,5.0,327785.8795547426
794,Mahindra Xylo E4 BS IV,2010,60000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,581420.5902202172
795,Tata Manza Aura (ABS) Quadrajet,2010,120000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,263969.76492775977
796,Tata Sumo CX,2012,70000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0,313100.5974003846
797,Toyota Fortuner 3.0 Diesel,2011,120000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0,1118902.3428396909
798,Fiat Linea Classic Plus 1.3 Multijet,2014,142500,Diesel,Individual,Manual,First Owner,19.5 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,298251.47543502226
799,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,121000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,804431.5586791222
800,Hyundai EON Era Plus,2013,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,171122.88302895008
801,Mahindra XUV500 W10 2WD,2015,188000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,954638.5656390443
802,Mahindra Xylo E4 BS IV,2010,168000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,572703.2700084328
803,Hyundai i10 Asta Sunroof AT,2008,120000,Petrol,Individual,Automatic,Second Owner,19.2 kmpl,1197 CC,80 bhp,"11.4@ 4,000(kgm@ rpm)",5.0,196450.23929067503
804,Tata Nexon 1.2 Revotron XZ Plus,2018,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,742321.0721119791
805,Maruti Ritz VDi,2012,72072,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,322077.51730445586
806,Mahindra XUV500 AT W6 2WD,2016,75000,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,1099792.6376228519
807,Honda Mobilio RS i DTEC,2015,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,700697.9283246907
808,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,2600,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,959440.1958130897
809,Maruti Zen Estilo LXI BS IV,2009,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,64543.29033687711
810,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,897602.2934115502
811,Hyundai Elite i20 Diesel Sportz,2019,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0,818153.9750310779
812,Maruti 800 Std,2002,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,-198455.30439217828
813,Volkswagen Vento Diesel Highline,2011,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,431350.98976787075
814,Honda City i DTEC VX,2015,60000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,680334.0595476497
815,Maruti Swift Dzire VDI,2017,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,572024.2400552332
816,Maruti Swift Vdi BSIII,2010,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,172681.83635270753
817,Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,Diesel,Dealer,Manual,Test Drive Car,22.27 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0,1118187.2757367417
818,Hyundai Getz GLE,2006,100000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,81482.7637021027
819,Honda City 1.5 E MT,2011,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,528397.6845631115
820,Mahindra XUV500 W10 2WD,2016,70000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,1047046.0365621477
821,Mahindra Scorpio S2 7 Seater,2014,120000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7.0,526791.2360495954
822,Maruti Swift Dzire VXi AT,2018,23300,Petrol,Dealer,Automatic,First Owner,18.5 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,795117.2714983115
823,Mahindra Bolero 2011-2019 ZLX,2017,35000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,668774.9504465788
824,Renault Duster 85PS Diesel RxL,2014,80000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,458660.9415574996
825,Honda Amaze S i-VTEC,2019,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,1004666.4600828813
826,Chevrolet Beat Diesel LS,2012,75000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,119392.1812094897
827,Maruti Swift VDI BSIV,2015,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,427176.39194363134
828,Maruti Omni 5 Seater BSIV,2011,70000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5.0,-92174.96875665552
829,Hyundai Santro Era,2019,4000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,705311.7677222341
830,Maruti 800 AC,2002,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,-180863.89509296895
831,Tata Manza Aura (ABS) Safire,2010,100000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5.0,150297.6063386441
832,Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,149603.88254784117
833,Maruti Alto 800 LXI,2015,22000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,228092.10714633763
834,Toyota Corolla Altis 1.8 VL AT,2012,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0,1003160.8614992
835,Honda Jazz 1.5 V i DTEC,2016,30000,Diesel,Individual,Manual,Second Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,736040.2312358037
836,Hyundai i10 Magna,2012,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,278246.3538941499
837,Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,272681.2524110565
838,Hyundai i10 Magna 1.1L,2013,70000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,240550.31747411797
839,Maruti Alto LX,2004,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,-109808.94274543968
840,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,830439.7689264632
841,Maruti Baleno Delta 1.3,2016,78000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,480652.5188738853
842,Tata Zest Revotron 1.2 XT,2017,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,545451.0574278384
843,Maruti Wagon R LXI BSIII,2010,77000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,83044.33006577939
844,Tata Indigo CS LS (TDI) BS III,2009,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,89264.17446925491
845,Renault KWID 1.0 RXT Optional,2018,31000,Petrol,Dealer,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,638031.1167468503
846,Fiat Punto 1.2 Active,2009,110000,Petrol,Individual,Manual,Second Owner,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5.0,-43150.30699178419
847,Toyota Innova 2.5 E Diesel MS 7-seater,2010,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0,691875.8337161496
848,Hyundai Verna 1.6 CRDi EX MT,2013,87185,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,628391.7128211987
849,Toyota Innova Crysta 2.4 GX MT BSIV,2016,60000,Diesel,Dealer,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,1314382.006485079
850,Maruti Wagon R VXI BS IV,2016,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,377637.2254369855
851,Maruti Swift Dzire VDI,2013,116000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,280603.6342737425
852,Mahindra Scorpio S10 7 Seater,2015,170000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,840488.0787693068
853,Maruti Wagon R Stingray VXI Optional,2017,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,441410.0863115713
854,Fiat Avventura Power Up 1.3 Emotion,2015,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0,463216.40740105323
855,Maruti 800 Std MPFi,2003,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,-179766.95455390037
856,Ashok Leyland Stile LE,2013,200000,Diesel,Individual,Manual,Second Owner,20.07 kmpl,1461 CC,75 bhp,185Nm@ 1750-2750rpm,8.0,363316.9447802752
857,Maruti Swift Dzire VXI 1.2,2018,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,626368.1211751252
858,Hyundai i20 1.2 Magna,2011,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,227976.98518811166
859,Maruti Wagon R VXI BS IV with ABS,2010,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,41066.181504251144
860,Renault Duster 110PS Diesel RxZ,2013,56429,Diesel,Dealer,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,622202.6512475918
861,Ford Freestyle Titanium Petrol BSIV,2018,19100,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0,747163.9219975546
862,Nissan Terrano XL Plus 85 PS,2013,170000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,391960.16622025473
863,Tata Nano Cx,2011,10000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0,-56652.365676073445
864,BMW X5 3.0d,2008,60000,Diesel,Individual,Automatic,Third Owner,11.0 kmpl,2993 CC,235 bhp,"53@ 2,000-2,750(kgm@ rpm)",5.0,2610392.0835932167
865,Volvo XC40 D4 R-Design,2018,22000,Diesel,Dealer,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,3515975.9527176064
866,Hyundai Grand i10 SportZ Edition,2015,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,423036.3273128193
867,Hyundai Verna 1.6 SX CRDi (O),2013,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,623025.7670449485
868,Tata Zest Quadrajet 1.3 75PS XE,2015,60000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,407617.1163069736
869,Maruti Swift Dzire VDi,2012,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,249966.02547739603
870,Hyundai i20 Sportz 1.4 CRDi,2012,135000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0,380651.52257129364
871,Hyundai i20 Active 1.2 S,2016,25000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,514407.9670931734
872,Toyota Corolla Altis Diesel D4DJ,2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,608082.1371134116
873,Mahindra TUV 300 T8,2016,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,856363.5603857517
874,Maruti Celerio VXI,2014,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,258175.04490955168
875,Hyundai Santro Era,2019,20000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,623527.2570126025
876,Hyundai Verna 1.6 CRDI,2011,157000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,527881.8139694013
877,Ford Endeavour 3.0L 4X4 AT,2011,93468,Diesel,Individual,Automatic,Second Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0,809851.6032288679
878,Mahindra Scorpio M2DI,2011,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,547145.2417920582
879,Mahindra Ssangyong Rexton RX7,2013,200000,Diesel,Individual,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7.0,1192983.0640002051
880,Volvo XC60 Inscription D5 BSIV,2018,50000,Diesel,Individual,Automatic,First Owner,11.2 kmpl,1969 CC,235 bhp,480Nm,5.0,3671169.8635637504
881,Tata Indica Vista Quadrajet VX,2012,178000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,199622.6291618065
882,Hyundai i10 Magna 1.2 iTech SE,2010,120000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,170723.79757845402
883,Chevrolet Cruze LTZ AT,2015,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5.0,933261.9063433412
884,Hyundai Verna CRDi SX,2007,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,342379.57440200506
885,Maruti Swift VXI with ABS,2009,80000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0,155445.30826152116
886,Hyundai Elite i20 Magna Plus BSIV,2019,3500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,788886.7901178375
887,Jaguar XF 3.0 Litre S Premium Luxury,2014,51000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0,2998385.7675217823
888,Hyundai Grand i10 CRDi Sportz,2015,91500,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,407420.11983089487
889,Maruti Alto 800 VXI,2018,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,419410.68977008015
890,Maruti Wagon R VXI BS IV,2015,22500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,338840.75191665255
891,Hyundai Elite i20 Sportz Plus BSIV,2020,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,856163.9678894655
892,Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,272681.2524110565
893,Hyundai Santro AT,2005,190000,Petrol,Individual,Automatic,Second Owner,,,,,,156518.64039960306
894,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,63000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,582368.6105263568
895,Renault KWID RXT,2016,27500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,352043.616283752
896,Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,3401980.9332527188
897,Mahindra Scorpio 1.99 S10,2017,50000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,982266.9518760188
898,Hyundai i20 2015-2017 Sportz 1.2,2016,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,498113.6162060201
899,Mahindra Scorpio S10 4WD,2015,80000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,839745.6900482873
900,Volkswagen Jetta 1.6 Trendline,2010,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5.0,306733.94365066447
